run,problem,combo,solved,end,reason,checks,first_green_check,turn_at_proof,cost_std_at_proof,cost_std_end,checks_after,turns_after,changed_after,last_green_check,highwater_verdict,highwater_reason,replay_verified
lean-search-fateh20-0726,fateh_89,lean-search,true,completed,,352,194,561,0.32141,0.5795,158,236,true,352,,,true
lean-search-fateh20-0726,fateh_96,lean-search,true,completed,,7,6,35,0.00929,0.0101,1,3,false,7,,,true
lean-search-fatex-diedrerun-0802,fatex_45,lean-search,true,completed,,42,35,121,0.18566,0.20867,7,17,true,42,,,true
lean-search-fatex-pilot10-0802,fatex_15,lean-search,true,completed,,3,2,19,0.02577,0.02726,1,3,false,3,,,true
lean-search-fatex-pilot10-0802,fatex_22,lean-search,true,completed,,10,9,31,0.02784,0.02968,1,4,true,10,,,true
lean-search-fatex-pilot10-0802,fatex_36,lean-search,true,completed,,30,29,135,0.1185,0.12169,1,3,false,30,,,true
lean-search-fatex-pilot10-0802,fatex_57,lean-search,true,completed,,170,164,380,0.64606,0.67023,6,16,true,170,,,true
lean-search-fatex-pilot10-0802,fatex_7,lean-search,true,completed,,7,7,25,0.01869,0.01934,0,2,false,7,,,true
lean-search-fatex-pilot10-0802,fatex_70,lean-search,true,completed,,6,6,18,0.01808,0.01881,0,2,false,6,,,true
lean-search-fatex-rest90-0802,fatex_1,lean-search,true,completed,,11,10,29,0.02302,0.02467,1,4,true,11,,,true
lean-search-fatex-rest90-0802,fatex_10,lean-search,true,completed,,59,58,230,0.47909,0.48851,1,7,false,59,,,true
lean-search-fatex-rest90-0802,fatex_11,lean-search,true,completed,,19,17,96,0.19191,0.20377,2,8,false,19,,,true
lean-search-fatex-rest90-0802,fatex_12,lean-search,true,completed,,64,57,195,0.32884,0.34482,7,23,true,64,,,true
lean-search-fatex-rest90-0802,fatex_14,lean-search,true,completed,,5,5,28,0.02692,0.02782,0,2,false,5,,,true
lean-search-fatex-rest90-0802,fatex_16,lean-search,true,completed,,76,72,221,0.38499,0.39845,4,14,true,76,,,true
lean-search-fatex-rest90-0802,fatex_19,lean-search,false,completed,grader_error,141,140,388,0.68921,0.69486,1,3,false,141,,,true
lean-search-fatex-rest90-0802,fatex_2,lean-search,true,completed,,1,1,9,0.00631,0.00677,0,2,false,1,,,true
lean-search-fatex-rest90-0802,fatex_21,lean-search,true,completed,,35,33,125,0.16,0.16804,2,7,true,35,,,true
lean-search-fatex-rest90-0802,fatex_23,lean-search,false,completed,bad_axioms,21,21,59,0.05424,0.05615,0,2,false,21,,,true
lean-search-fatex-rest90-0802,fatex_24,lean-search,true,completed,,68,64,221,0.36915,0.37587,4,18,true,68,,,true
lean-search-fatex-rest90-0802,fatex_26,lean-search,true,completed,,84,77,289,0.40568,0.41851,7,22,true,84,,,true
lean-search-fatex-rest90-0802,fatex_27,lean-search,true,completed,,24,18,61,0.10482,0.12287,6,16,true,24,,,true
lean-search-fatex-rest90-0802,fatex_29,lean-search,true,completed,,17,17,54,0.02148,0.02229,0,2,false,17,,,true
lean-search-fatex-rest90-0802,fatex_3,lean-search,true,completed,,24,22,70,0.09906,0.10806,2,9,true,24,,,true
lean-search-fatex-rest90-0802,fatex_30,lean-search,true,completed,,5,4,19,0.01774,0.01903,1,4,true,5,,,true
lean-search-fatex-rest90-0802,fatex_35,lean-search,true,completed,,1,1,4,0.00047,0.00052,0,1,false,1,,,true
lean-search-fatex-rest90-0802,fatex_38,lean-search,true,completed,,39,37,97,0.11502,0.12069,2,5,true,39,,,true
lean-search-fatex-rest90-0802,fatex_39,lean-search,true,completed,,73,70,234,0.25652,0.26827,3,8,true,73,,,true
lean-search-fatex-rest90-0802,fatex_4,lean-search,true,completed,,16,12,49,0.07899,0.09217,4,14,true,16,,,true
lean-search-fatex-rest90-0802,fatex_40,lean-search,true,completed,,21,19,61,0.10241,0.10784,2,5,true,21,,,true
lean-search-fatex-rest90-0802,fatex_42,lean-search,true,completed,,56,51,172,0.25395,0.27376,5,13,true,56,,,true
lean-search-fatex-rest90-0802,fatex_43,lean-search,false,completed,bad_axioms,43,42,103,0.04462,0.05099,1,6,true,43,,,true
lean-search-fatex-rest90-0802,fatex_46,lean-search,true,completed,,13,13,46,0.02557,0.02649,0,2,false,13,,,true
lean-search-fatex-rest90-0802,fatex_48,lean-search,true,completed,,17,16,47,0.05816,0.0606,1,3,false,17,,,true
lean-search-fatex-rest90-0802,fatex_49,lean-search,true,completed,,4,3,24,0.01741,0.01876,1,4,true,4,,,true
lean-search-fatex-rest90-0802,fatex_5,lean-search,true,completed,,10,9,31,0.06304,0.06635,1,4,true,10,,,true
lean-search-fatex-rest90-0802,fatex_50,lean-search,true,completed,,147,143,465,0.7597,0.79309,4,16,true,147,,,true
lean-search-fatex-rest90-0802,fatex_51,lean-search,true,completed,,58,54,156,0.14327,0.15246,4,9,true,58,,,true
lean-search-fatex-rest90-0802,fatex_52,lean-search,true,completed,,4,4,23,0.02964,0.03064,0,2,false,4,,,true
lean-search-fatex-rest90-0802,fatex_53,lean-search,true,completed,,114,110,334,0.53017,0.54688,4,12,true,114,,,true
lean-search-fatex-rest90-0802,fatex_54,lean-search,true,completed,,15,15,58,0.08591,0.08793,0,2,false,15,,,true
lean-search-fatex-rest90-0802,fatex_55,lean-search,true,completed,,15,14,51,0.08138,0.08477,1,3,false,15,,,true
lean-search-fatex-rest90-0802,fatex_58,lean-search,true,completed,,91,85,236,0.43951,0.45937,6,15,true,91,,,true
lean-search-fatex-rest90-0802,fatex_59,lean-search,true,completed,,25,21,66,0.09868,0.11227,4,12,true,25,,,true
lean-search-fatex-rest90-0802,fatex_6,lean-search,true,completed,,21,14,51,0.07951,0.09672,7,17,true,21,,,true
lean-search-fatex-rest90-0802,fatex_63,lean-search,true,completed,,13,4,30,0.05049,0.0672,9,23,true,13,,,true
lean-search-fatex-rest90-0802,fatex_67,lean-search,true,completed,,15,11,67,0.15091,0.1671,4,11,true,15,,,true
lean-search-fatex-rest90-0802,fatex_69,lean-search,true,completed,,38,36,123,0.11559,0.12135,2,6,true,38,,,true
lean-search-fatex-rest90-0802,fatex_74,lean-search,true,completed,,18,17,65,0.08661,0.09029,1,4,true,18,,,true
lean-search-fatex-rest90-0802,fatex_76,lean-search,true,completed,,28,27,78,0.15525,0.16148,1,4,false,28,,,true
lean-search-fatex-rest90-0802,fatex_78,lean-search,false,completed,bad_axioms,20,20,79,0.07905,0.08144,0,2,false,20,,,true
lean-search-fatex-rest90-0802,fatex_8,lean-search,true,completed,,14,12,46,0.03211,0.03616,2,7,true,14,,,true
lean-search-fatex-rest90-0802,fatex_83,lean-search,true,completed,,27,23,114,0.12765,0.14239,4,12,true,27,,,true
lean-search-fatex-rest90-0802,fatex_84,lean-search,true,completed,,6,6,28,0.05751,0.05915,0,2,false,6,,,true
lean-search-fatex-rest90-0802,fatex_89,lean-search,true,completed,,17,13,67,0.14291,0.16115,4,15,true,17,,,true
lean-search-fatex-rest90-0802,fatex_9,lean-search,true,completed,,8,7,42,0.0766,0.07922,1,3,false,8,,,true
lean-search-think-fateh20-0727,fateh_17,lean-search,true,completed,,44,39,70,0.01631,0.01871,5,10,true,44,,,true
lean-search-think-fateh20-0727,fateh_19,lean-search,true,completed,,89,75,199,0.07796,0.09862,14,31,true,89,,,true
lean-search-think-fateh20-0727,fateh_2,lean-search,true,completed,,88,79,351,0.31075,0.35197,9,27,true,88,,,true
lean-search-think-fateh20-0727,fateh_20,lean-search,true,completed,,101,89,227,0.109,0.14241,12,39,true,101,,,true
lean-search-think-fateh20-0727,fateh_26,lean-search,true,completed,,108,88,201,0.05556,0.09179,20,59,true,108,,,true
lean-search-think-fateh20-0727,fateh_33,lean-search,true,completed,,129,120,412,0.26347,0.30452,9,31,true,129,,,true
lean-search-think-fateh20-0727,fateh_46,lean-search,true,completed,,81,74,220,0.09081,0.10285,7,17,true,81,,,true
lean-search-think-fateh20-0727,fateh_53,lean-search,true,completed,,1,1,5,0.00066,0.00085,0,2,false,1,,,true
lean-search-think-fateh20-0727,fateh_74,lean-search,true,completed,,7,5,26,0.00306,0.00352,2,4,false,7,,,true
lean-search-think-fateh20-0727,fateh_77,lean-search,true,completed,,123,121,270,0.0747,0.07655,2,4,false,123,,,true
lean-search-think-fateh20-0727,fateh_88,lean-search,true,completed,,76,66,258,0.14143,0.1674,10,27,true,76,,,true
lean-search-think-fateh20-0727,fateh_89,lean-search,true,completed,,118,113,295,0.11796,0.1254,5,12,false,118,,,true
lean-search-think-fateh20-0727,fateh_96,lean-search,true,completed,,17,15,43,0.01142,0.01236,2,5,false,17,,,true
lean-search-think-fateh21-rerun-0728,fateh_21,lean-search,true,budget_exceeded,,246,230,786,0.93555,1.00057,16,52,true,246,,,true
lean-search-think-fateh81-0727,fateh_1,lean-search,true,completed,,31,30,80,0.01204,0.0127,1,3,false,31,,,true
lean-search-think-fateh81-0727,fateh_10,lean-search,true,completed,,12,10,38,0.00996,0.01104,2,5,false,12,,,true
lean-search-think-fateh81-0727,fateh_11,lean-search,true,completed,,18,17,94,0.02212,0.02268,1,2,false,18,,,true
lean-search-think-fateh81-0727,fateh_12,lean-search,true,completed,,44,40,100,0.01974,0.02326,4,10,false,44,,,true
lean-search-think-fateh81-0727,fateh_14,lean-search,true,completed,,5,4,15,0.00314,0.00353,1,3,false,5,,,true
lean-search-think-fateh81-0727,fateh_15,lean-search,true,completed,,38,37,100,0.04345,0.0451,1,3,false,38,,,true
lean-search-think-fateh81-0727,fateh_18,lean-search,true,completed,,334,332,829,0.83053,0.83726,2,7,false,334,,,true
lean-search-think-fateh81-0727,fateh_22,lean-search,true,completed,,145,124,525,0.63987,0.76818,21,154,true,145,,,true
lean-search-think-fateh81-0727,fateh_24,lean-search,true,completed,,41,40,97,0.01709,0.01774,1,4,false,41,,,true
lean-search-think-fateh81-0727,fateh_25,lean-search,true,completed,,109,87,312,0.18808,0.26545,22,67,true,109,,,true
lean-search-think-fateh81-0727,fateh_27,lean-search,true,completed,,294,277,656,0.35465,0.40292,17,47,true,294,,,true
lean-search-think-fateh81-0727,fateh_29,lean-search,true,completed,,171,150,613,0.55246,0.69359,21,83,true,171,,,true
lean-search-think-fateh81-0727,fateh_3,lean-search,true,completed,,81,63,257,0.17188,0.23167,18,51,true,81,,,true
lean-search-think-fateh81-0727,fateh_34,lean-search,true,completed,,34,33,101,0.02916,0.03029,1,3,false,34,,,true
lean-search-think-fateh81-0727,fateh_37,lean-search,true,completed,,95,71,575,0.6925,0.78964,24,114,true,95,,,true
lean-search-think-fateh81-0727,fateh_38,lean-search,true,completed,,287,248,633,0.60674,0.68152,39,120,true,287,,,true
lean-search-think-fateh81-0727,fateh_4,lean-search,true,budget_exceeded,,214,193,911,0.89966,1.00185,21,68,true,212,,,true
lean-search-think-fateh81-0727,fateh_40,lean-search,true,completed,,60,49,282,0.10913,0.13732,11,35,true,60,,,true
lean-search-think-fateh81-0727,fateh_43,lean-search,true,completed,,127,94,283,0.11138,0.18766,33,92,true,127,,,true
lean-search-think-fateh81-0727,fateh_47,lean-search,true,completed,,31,29,75,0.04165,0.04386,2,3,false,31,,,true
lean-search-think-fateh81-0727,fateh_49,lean-search,true,completed,,297,283,928,0.87249,0.90953,14,36,true,297,,,true
lean-search-think-fateh81-0727,fateh_5,lean-search,true,completed,,12,11,38,0.00991,0.01045,1,3,false,12,,,true
lean-search-think-fateh81-0727,fateh_56,lean-search,true,completed,,8,7,95,0.04768,0.04852,1,2,false,8,,,true
lean-search-think-fateh81-0727,fateh_57,lean-search,true,completed,,77,62,184,0.07407,0.09897,15,44,true,77,,,true
lean-search-think-fateh81-0727,fateh_58,lean-search,true,completed,,103,92,361,0.32738,0.39077,11,40,true,103,,,true
lean-search-think-fateh81-0727,fateh_6,lean-search,true,completed,,184,153,508,0.5919,0.72963,31,76,true,184,,,true
lean-search-think-fateh81-0727,fateh_61,lean-search,true,completed,,82,63,204,0.20609,0.27919,19,56,true,82,,,true
lean-search-think-fateh81-0727,fateh_62,lean-search,true,completed,,245,212,613,0.59302,0.77167,33,132,true,245,,,true
lean-search-think-fateh81-0727,fateh_64,lean-search,true,completed,,46,33,123,0.02705,0.03759,13,37,true,46,,,true
lean-search-think-fateh81-0727,fateh_66,lean-search,true,completed,,88,76,286,0.18548,0.21422,12,28,true,88,,,true
lean-search-think-fateh81-0727,fateh_67,lean-search,true,completed,,139,119,399,0.22878,0.30038,20,64,true,139,,,true
lean-search-think-fateh81-0727,fateh_68,lean-search,true,completed,,95,83,271,0.15644,0.19704,12,38,true,95,,,true
lean-search-think-fateh81-0727,fateh_69,lean-search,true,completed,,71,56,425,0.34936,0.4279,15,52,true,71,,,true
lean-search-think-fateh81-0727,fateh_7,lean-search,true,completed,,58,28,105,0.05539,0.11719,30,79,true,58,,,true
lean-search-think-fateh81-0727,fateh_70,lean-search,true,completed,,228,202,760,0.74091,0.87778,26,87,true,228,,,true
lean-search-think-fateh81-0727,fateh_71,lean-search,true,completed,,120,100,357,0.17822,0.23619,20,60,true,120,,,true
lean-search-think-fateh81-0727,fateh_72,lean-search,true,completed,,64,60,173,0.09293,0.10158,4,10,false,64,,,true
lean-search-think-fateh81-0727,fateh_73,lean-search,true,completed,,10,8,23,0.00363,0.00406,2,4,false,10,,,true
lean-search-think-fateh81-0727,fateh_75,lean-search,true,completed,,172,161,404,0.23277,0.26279,11,29,true,172,,,true
lean-search-think-fateh81-0727,fateh_76,lean-search,true,completed,,2,2,19,0.00226,0.00256,0,2,false,2,,,true
lean-search-think-fateh81-0727,fateh_79,lean-search,true,completed,,20,18,41,0.00738,0.00801,2,3,false,20,,,true
lean-search-think-fateh81-0727,fateh_80,lean-search,true,completed,,19,15,37,0.00611,0.0081,4,10,false,19,,,true
lean-search-think-fateh81-0727,fateh_82,lean-search,true,completed,,13,11,34,0.00776,0.00871,2,6,true,13,,,true
lean-search-think-fateh81-0727,fateh_83,lean-search,true,completed,,9,9,13,0.00266,0.00298,0,2,false,9,,,true
lean-search-think-fateh81-0727,fateh_84,lean-search,true,completed,,59,46,261,0.12619,0.15127,13,32,true,59,,,true
lean-search-think-fateh81-0727,fateh_86,lean-search,true,completed,,56,52,131,0.05451,0.06089,4,11,true,56,,,true
lean-search-think-fateh81-0727,fateh_87,lean-search,true,completed,,28,26,150,0.08541,0.09014,2,6,false,28,,,true
lean-search-think-fateh81-0727,fateh_9,lean-search,true,completed,,2,2,9,0.00108,0.00124,0,2,false,2,,,true
lean-search-think-fateh81-0727,fateh_91,lean-search,true,completed,,79,56,418,0.4263,0.54455,23,70,true,79,,,true
lean-search-think-fateh81-0727,fateh_92,lean-search,true,completed,,26,20,139,0.06044,0.06969,6,16,true,26,,,true
lean-search-think-fateh81-0727,fateh_97,lean-search,true,completed,,4,3,9,0.00136,0.00184,1,5,true,4,,,true
lean-search-think-fateh81-0727,fateh_99,lean-search,true,completed,,11,9,26,0.00828,0.00904,2,4,false,11,,,true
retry-test-fatem10-0730,fatem_100,lean-grep,true,completed,,4,3,33,0.00427,0.00463,1,3,false,4,,,true
retry-test-fatem10-0730,fatem_108,lean-grep,true,completed,,2,2,34,0.00325,0.00342,0,2,false,2,,,true
retry-test-fatem10-0730,fatem_112,lean-grep,true,completed,,6,5,13,0.00257,0.00279,1,3,false,6,,,true
retry-test-fatem10-0730,fatem_115,lean-grep,true,completed,,1,1,6,0.00067,0.00123,0,1,false,1,,,true
retry-test-fatem10-0730,fatem_133,lean-grep,true,completed,,8,6,73,0.01091,0.01161,2,4,false,8,,,true
retry-test-fatem10-0730,fatem_143,lean-grep,true,completed,,6,6,18,0.00274,0.00291,0,2,false,6,,,true
retry-test-fatem10-0730,fatem_36,lean-grep,true,completed,,7,5,40,0.00727,0.00806,2,5,true,7,,,true
retry-test-fatem10-0730,fatem_48,lean-grep,true,completed,,1,1,3,0.00047,0.00054,0,1,false,1,,,true
semantic-fatex87-0805,fatex_1,lean-search,true,completed,,11,6,34,0.06149,0.07346,5,15,true,11,,,true
semantic-fatex87-0805,fatex_11,lean-search,true,completed,,17,9,56,0.12938,0.15692,8,23,true,17,,,true
semantic-fatex87-0805,fatex_12,lean-search,true,completed,,107,105,329,0.51238,0.52414,2,5,true,107,,,true
semantic-fatex87-0805,fatex_14,lean-search,true,completed,,13,10,30,0.03229,0.0368,3,8,true,13,,,true
semantic-fatex87-0805,fatex_20,lean-search,true,completed,,89,84,233,0.45464,0.48602,5,14,true,89,,,true
semantic-fatex87-0805,fatex_21,lean-search,true,completed,,8,6,32,0.05112,0.05459,2,5,true,8,,,true
semantic-fatex87-0805,fatex_22,lean-search,true,completed,,15,13,38,0.06624,0.07071,2,5,true,15,,,true
semantic-fatex87-0805,fatex_24,lean-search,true,completed,,70,65,172,0.22991,0.25636,5,14,true,70,,,true
semantic-fatex87-0805,fatex_26,lean-search,true,completed,,125,122,399,0.77396,0.78505,3,11,false,125,,,true
semantic-fatex87-0805,fatex_27,lean-search,true,completed,,34,31,104,0.18036,0.19969,3,13,true,34,,,true
semantic-fatex87-0805,fatex_29,lean-search,true,completed,,8,7,41,0.01881,0.01999,1,4,true,8,,,true
semantic-fatex87-0805,fatex_3,lean-search,true,completed,,32,29,96,0.11836,0.13517,3,16,true,32,,,true
semantic-fatex87-0805,fatex_30,lean-search,true,completed,,7,4,34,0.02882,0.03377,3,10,true,7,,,true
semantic-fatex87-0805,fatex_36,lean-search,true,completed,,20,18,82,0.09302,0.10033,2,7,true,20,,,true
semantic-fatex87-0805,fatex_38,lean-search,true,completed,,29,28,74,0.09691,0.09987,1,3,false,29,,,true
semantic-fatex87-0805,fatex_39,lean-search,true,completed,,34,33,141,0.22498,0.23044,1,3,false,34,,,true
semantic-fatex87-0805,fatex_4,lean-search,true,completed,,26,25,96,0.19873,0.20444,1,3,false,26,,,true
semantic-fatex87-0805,fatex_40,lean-search,true,completed,,38,36,124,0.10786,0.1135,2,6,true,38,,,true
semantic-fatex87-0805,fatex_42,lean-search,true,completed,,111,107,307,0.5764,0.61306,4,15,true,111,,,true
semantic-fatex87-0805,fatex_45,lean-search,true,completed,,48,45,148,0.30621,0.32391,3,9,false,48,,,true
semantic-fatex87-0805,fatex_47,lean-search,true,completed,,113,107,325,0.61919,0.62759,6,15,true,113,,,true
semantic-fatex87-0805,fatex_48,lean-search,true,completed,,18,16,74,0.08215,0.08647,2,5,true,18,,,true
semantic-fatex87-0805,fatex_49,lean-search,true,completed,,10,9,31,0.02075,0.02214,1,4,true,10,,,true
semantic-fatex87-0805,fatex_5,lean-search,true,completed,,8,7,44,0.0645,0.06699,1,3,false,8,,,true
semantic-fatex87-0805,fatex_50,lean-search,true,budget_exceeded,,166,160,481,0.95104,1.0013,6,23,true,166,,,true
semantic-fatex87-0805,fatex_51,lean-search,true,completed,,11,10,51,0.04601,0.04782,1,3,false,11,,,true
semantic-fatex87-0805,fatex_52,lean-search,true,completed,,11,6,37,0.0323,0.03769,5,12,true,11,,,true
semantic-fatex87-0805,fatex_53,lean-search,true,completed,,132,128,431,0.82975,0.84503,4,10,false,132,,,true
semantic-fatex87-0805,fatex_54,lean-search,true,completed,,6,4,21,0.02901,0.03112,2,5,true,6,,,true
semantic-fatex87-0805,fatex_55,lean-search,true,completed,,41,40,121,0.18413,0.1897,1,3,false,41,,,true
semantic-fatex87-0805,fatex_57,lean-search,true,completed,,21,19,56,0.07616,0.08219,2,6,false,21,,,true
semantic-fatex87-0805,fatex_58,lean-search,true,completed,,74,72,206,0.34577,0.35615,2,5,true,74,,,true
semantic-fatex87-0805,fatex_59,lean-search,true,completed,,13,11,42,0.04941,0.05272,2,5,true,13,,,true
semantic-fatex87-0805,fatex_6,lean-search,true,completed,,16,16,52,0.05843,0.06048,0,2,false,16,,,true
semantic-fatex87-0805,fatex_67,lean-search,true,completed,,8,5,33,0.07227,0.08271,3,10,true,8,,,true
semantic-fatex87-0805,fatex_68,lean-search,true,completed,,135,133,392,0.75965,0.77036,2,4,true,135,,,true
semantic-fatex87-0805,fatex_69,lean-search,true,completed,,40,38,137,0.12442,0.13161,2,7,true,40,,,true
semantic-fatex87-0805,fatex_7,lean-search,true,completed,,7,7,45,0.04715,0.04868,0,2,false,7,,,true
semantic-fatex87-0805,fatex_76,lean-search,true,completed,,32,30,113,0.13797,0.14898,2,8,true,32,,,true
semantic-fatex87-0805,fatex_8,lean-search,true,completed,,49,45,101,0.12213,0.139,4,12,true,49,,,true
semantic-fatex87-0805,fatex_83,lean-search,true,completed,,66,64,233,0.31849,0.32978,2,6,true,66,,,true
semantic-fatex87-0805,fatex_84,lean-search,true,completed,,23,20,68,0.10305,0.11403,3,9,true,23,,,true
semantic-fatex87-0805,fatex_89,lean-search,true,completed,,25,21,100,0.24974,0.27041,4,12,true,25,,,true
semantic-fatex87-0805,fatex_9,lean-search,true,completed,,12,12,59,0.06442,0.06626,0,2,false,12,,,true
smoke-blockc-0804,fatem_100,lean-search+lean-snippet+lean-spawn+lean-facts,true,completed,,2,2,8,0.00209,0.00221,0,1,false,2,,,true
smoke-blockc-0804,fatem_108,lean-search+lean-snippet+lean-spawn+lean-facts,true,completed,,1,1,6,0.0012,0.00127,0,1,false,1,,,true
smoke-grep-0731d,fatem_100,lean-grep,true,completed,,3,1,4,0.00117,0.00192,2,5,true,3,,,true
smoke-grep-0731d,fatem_108,lean-grep,true,completed,,1,1,4,0.00125,0.00133,0,1,false,1,,,true
smoke-grep-0731d,fatem_112,lean-grep,true,completed,,2,2,6,0.0038,0.00391,0,1,false,2,,,true
smoke-grep-0731d,fatem_113,lean-grep,true,completed,,3,3,19,0.01257,0.01314,0,2,false,3,,,true
smoke-grep-0731d,fatem_115,lean-grep,true,completed,,1,1,3,0.00063,0.00072,0,1,false,1,,,true
smoke-grep-0731d,fatem_133,lean-grep,true,completed,,1,1,7,0.00599,0.00638,0,2,false,1,,,true
smoke-grep-0731d,fatem_143,lean-grep,true,completed,,3,3,14,0.00727,0.0076,0,2,false,3,,,true
smoke-grep-0731d,fatem_36,lean-grep,true,completed,,1,1,10,0.00903,0.00937,0,2,false,1,,,true
smoke-grep-0731d,fatem_48,lean-grep,true,completed,,1,1,3,0.00089,0.00097,0,1,false,1,,,true
smoke-grep-0731d,fatem_53,lean-grep,true,completed,,2,2,36,0.01681,0.01763,0,2,false,2,,,true
smoke-leangrep-0729c,fatem_100,lean-grep,true,completed,,2,2,22,0.00372,0.00386,0,1,false,2,,,true
smoke-leangrep-0729c,fatem_108,lean-grep,true,completed,,2,2,8,0.00134,0.00158,0,2,false,2,,,true
smoke-loogle-0731d,fatem_100,lean-loogle,true,completed,,2,1,9,0.00168,0.00356,1,7,true,2,,,true
smoke-loogle-0731d,fatem_108,lean-loogle,true,completed,,2,2,8,0.00408,0.00433,0,2,false,2,,,true
smoke-loogle-0731d,fatem_112,lean-loogle,true,completed,,2,2,5,0.00242,0.00252,0,1,false,2,,,true
smoke-loogle-0731d,fatem_113,lean-loogle,true,completed,,2,2,27,0.00932,0.00982,0,2,false,2,,,true
smoke-loogle-0731d,fatem_115,lean-loogle,true,completed,,1,1,3,0.00046,0.00053,0,1,false,1,,,true
smoke-loogle-0731d,fatem_133,lean-loogle,true,completed,,6,6,20,0.01614,0.0168,0,2,false,6,,,true
smoke-loogle-0731d,fatem_143,lean-loogle,true,completed,,1,1,3,0.00092,0.00098,0,1,false,1,,,true
smoke-loogle-0731d,fatem_36,lean-loogle,true,completed,,7,7,14,0.00706,0.00757,0,2,false,7,,,true
smoke-loogle-0731d,fatem_48,lean-loogle,true,completed,,1,1,3,0.00098,0.00104,0,1,false,1,,,true
smoke-loogle-0731d,fatem_53,lean-loogle,true,completed,,6,6,33,0.01644,0.01733,0,2,false,6,,,true
smoke-loogle-0731e,fatem_100,lean-loogle,true,completed,,2,1,7,0.00181,0.00229,1,4,true,2,,,true
smoke-loogle-0731e,fatem_108,lean-loogle,true,completed,,1,1,5,0.00125,0.00133,0,1,false,1,,,true
smoke-loogle-0731e,fatem_112,lean-loogle,true,completed,,2,2,5,0.00297,0.00317,0,2,false,2,,,true
smoke-loogle-0731e,fatem_113,lean-loogle,true,completed,,4,4,24,0.01084,0.01134,0,2,false,4,,,true
smoke-loogle-0731e,fatem_115,lean-loogle,true,completed,,6,5,12,0.00353,0.00388,1,3,true,6,,,true
smoke-loogle-0731e,fatem_133,lean-loogle,true,completed,,2,2,7,0.00633,0.00673,0,2,false,2,,,true
smoke-loogle-0731e,fatem_143,lean-loogle,true,completed,,1,1,3,0.00049,0.00055,0,1,false,1,,,true
smoke-loogle-0731e,fatem_36,lean-loogle,true,completed,,2,2,6,0.00564,0.00597,0,2,false,2,,,true
smoke-loogle-0731e,fatem_48,lean-loogle,true,completed,,2,2,5,0.00102,0.00108,0,1,false,2,,,true
smoke-loogle-0731e,fatem_53,lean-loogle,true,completed,,3,3,32,0.01589,0.01669,0,2,false,3,,,true
smoke-sessiontail-0802,fatex_35,lean-search,true,completed,,1,1,4,0.00047,0.00052,0,1,false,1,,,true
smoke-stalefuse-0802,fatex_2,lean-search,true,completed,,4,1,11,0.01005,0.01163,3,7,true,4,,,true
snippet-fatex10-0804,fatex_15,lean-search+lean-snippet,true,completed,,1,1,8,0.00819,0.00878,0,2,false,1,,,true
snippet-fatex10-0804,fatex_22,lean-search+lean-snippet,true,completed,,2,2,38,0.03899,0.0404,0,2,false,2,,,true
snippet-fatex10-0804,fatex_36,lean-search+lean-snippet,true,completed,,1,1,82,0.10347,0.10549,0,2,false,1,,,true
snippet-fatex10-0804,fatex_57,lean-search+lean-snippet,true,completed,,12,10,71,0.0889,0.09495,2,7,true,12,,,true
snippet-fatex10-0804,fatex_7,lean-search+lean-snippet,true,completed,,8,5,66,0.05901,0.06515,3,9,true,8,,,true
snippet-fatex10-0804,fatex_70,lean-search+lean-snippet,true,completed,,1,1,23,0.01544,0.01576,0,1,false,1,,,true
spawnfacts-fatex10-0804,fatex_15,lean-search+lean-snippet+lean-spawn+lean-facts,true,completed,,2,1,15,0.03266,0.03444,1,3,true,2,,,true
spawnfacts-fatex10-0804,fatex_22,lean-search+lean-snippet+lean-spawn+lean-facts,true,completed,,1,1,28,0.02739,0.02787,0,1,false,1,,,true
spawnfacts-fatex10-0804,fatex_36,lean-search+lean-snippet+lean-spawn+lean-facts,true,completed,,7,6,104,0.12968,0.13882,1,9,true,7,,,true
spawnfacts-fatex10-0804,fatex_57,lean-search+lean-snippet+lean-spawn+lean-facts,true,completed,,5,2,72,0.0859,0.09696,3,13,true,5,,,true
spawnfacts-fatex10-0804,fatex_7,lean-search+lean-snippet+lean-spawn+lean-facts,true,completed,,2,2,29,0.04477,0.04653,0,2,false,2,,,true
spawnfacts-fatex10-0804,fatex_70,lean-search+lean-snippet+lean-spawn+lean-facts,true,completed,,1,1,17,0.01473,0.01538,0,2,false,1,,,true
spawnfacts-fatex10-0804,fatex_99,lean-search+lean-snippet+lean-spawn+lean-facts,false,completed,bad_axioms,3,3,22,0.03204,0.03266,0,1,false,3,,,true
spawn-fatex10-0804,fatex_15,lean-search+lean-snippet+lean-spawn,true,completed,,2,1,13,0.01753,0.0196,1,5,true,2,,,true
spawn-fatex10-0804,fatex_22,lean-search+lean-snippet+lean-spawn,true,completed,,2,2,42,0.0315,0.03319,0,4,false,2,,,true
spawn-fatex10-0804,fatex_36,lean-search+lean-snippet+lean-spawn,true,completed,,2,2,70,0.07075,0.07251,0,2,false,2,,,true
spawn-fatex10-0804,fatex_57,lean-search+lean-snippet+lean-spawn,true,completed,,1,1,48,0.04262,0.04397,0,2,false,1,,,true
spawn-fatex10-0804,fatex_7,lean-search+lean-snippet+lean-spawn,true,completed,,5,3,37,0.03749,0.04126,2,6,true,5,,,true
spawn-fatex10-0804,fatex_70,lean-search+lean-snippet+lean-spawn,true,completed,,1,1,12,0.0045,0.00483,0,2,false,1,,,true
